791.275,た ラック 時間 も そう です し 働き 方 も そう です し マインド も そう です し
797.365,は 何 か また 難しい なぁ と 思っ 思っ て いる ところ です ね
808.705,ん
812.155,何 か そう な ん です よ
814.285,ん まー もっと 強い 強く 言わ なきゃ いけ ない でしょ れる する 強く い いっ て いう の が なかなか 難しい ん です よ 日本 語 で も 難しい です し て です ね 英語 で リモート で あの 顔 た こと ない 人 たち に そう いう こと を 言わ なきゃ いけ ない し
832.855,難しい なぁ と 思っ て
841.585,ん 例えば もう 締め切り が 終わっ た から 受け付け ない と これ は し ない と か
847.855,これ を しろ と か いつ 何時 まで に これ を 出さ ない と ダメ だ やら ない と か
853.885,却下 と か そう いう イメージ です か ね
858.655,後 そう です ね 持っ ん
862.495,そう な か
877.585,そう です ね
879.685,リード し なきゃ いけ ない
881.813975,変わっ て やら なきゃ いけ ない やら なきゃ いけ ない って いう の は その ユーザー と の コミネ 使っ て いる システム の ユーザー と の コミュニケーション と か 関係 者 と か だ から マネジメント です よ ね マネジメント チーム と か 後 は も ＩＴ な の で どこ に 問題 が ある 日 に よっ て その ＩＴ ない の チーム ジェット ワーク チーム と か
902.515,まあ そう いう コンピューター の チーム と か そう いう ところ を 読ん で し て やら ない と いけ ない って いう
909.205,ところ です か ね そう いっ た ところ は チーム が でき ない ん だっ たら やる の が あの 我々 の チーム しか ない し それ を やる べき こと だ から って いう それ は また 別 の 朝 イベント で
924.805,それ
931.465,そう です マネジメント も し なく て は 市 内 で あの まあ 働き 過ぎ ない って いう か あんまり こう もっと つ ずつ 言っ いう か あの い ない の よ だ から 言わ れ て た です けど パワー が ある ん だ から あの 私 所 に 間 に 思っ て い て やら ない って いう こと が できる 訳 です よ ね だ から もう それ を もっと 前
951.3596,に 出す みたい な イメージ
955.885,確か に 他 の 初任 者 は もう やら ない と か 嫌 だ と か
959.695,いう 事 です ね もう ちょっと そう いう そう いう 風 に やれ ば いい ん だろ う なあ と 思う ん です
965.635,で ん
979.541758,私 が やら ない と 言っ たら どう なる か
988.165,ま 彼 ら は
990.565,し ます か
992.845,次 二 次 の 機会 を 者 が 進ん で です よ で ま ん あの その 何 を やっ てる か って いう か システム の 変更 する か し ない か って いう の を 私 の の 特に 最終 判断 を する と その 様 は 必要 な データ が 来 ない から 私 は 判断 でき ない で 私 達
1011.775,じゃ ない ん です けど 承認 を 取ら なきゃ いけ ない ん です ね
1014.505,重 賞 に を 取る 情報 が 全部 き て ない から 承認 が 取れ ない 承認 が 取れ ない イコール この 変更 は でき ませ ん って いう の が ある わけ です よ
1023.655,で 私 が そのー 情報 が ない から 承認 でき ませ ん もう 駄目 です って 言っ たら 彼 ら は 人 が 変更 が でき ない わけ です よ ね
1031.785,な の で でき ない よ って 言う ん です けど そう する と 彼 ら は どう する か って 言う と じゃあ 次 の 機会 が あれ ば 地下 に する し
1041.175,ん もし 駄目 なら 何 か 別 プロセス あの 特例 の プロセス で し て いう よう な 感じ に なる の か なぁ
1050.835,思う ん です よ ね
1053.415,ん
1058.551387,ん
1064.485,私 私 自身 が 困る こと は ない です よ ね
1068.835,私 その システム の ユーザー で も ない の で
1072.675,ん ただ その システム でかい システム な の です
1076.365,ま 固着 が ゆず 社内 ユーザー です けど
1079.906611,の ユーザー から ＩＴ が これ やっ て 来 ない って 言っ て 来 まー 相手 の 評判 が 落ちる か も しれ ない です けど
1090.319951,そう
1093.615,嘘 もっと
1097.995,じゃ ない ん だ なぁ で も 今回 今回 も その システム 変更 た ん です 中 十 五 も みんな だらだら し てる から 全然 うまく いか ぬ ま エンド ちん 子 の みんな 遅い ん です やる こと が ね で あのー 俺 な ん です 中 で も 今回 うまく いっ て
1115.305,私 いつ も と か その ため に 金曜日 世の中 アメリカ 人 の 承認 を 得る ため に 水曜日 夜中 まで 働い たら 生 チョコ 出 た ん です
1124.905,もう それ 止め て
1127.275,もちろん 止め て あの 町 の 先週 の 火曜日 に も ない もの が でき ない って 言っ て 全部 を し た ん です し
1137.085,し た ん で は 私 なんか 頑張っ た なぁ って 思っ た ん です けど
1142.035,そう そう 思っ た ん です けど また 何 か ん だ か 今度 ん ん 思っ た ん です けど マネージャー に また そう 言わ れ ちゃっ た ん で あれ だ か ちょっと アレ か なぁ も もっと て やら なかっ た から
1158.595,そう です
1160.275,ん 何 か
1163.155,そう です ね もっと 彼ら に そのー ね いる 中 それぞれ それ シフト ね 後 の インド チーム な ん で 一部 に もっと ちゃんと やれ って 言わ なく ちゃ いけ ない なー と 言っ て は いる ん です よ なかなか なかなか 難しく て
1179.596348,で も 何 度 も 何 度 も 言わ なきゃ いけ ない ん だ なぁ と 思っ て 何 度 も 何 度 も 言っ て ん です よ ね で も 一 秋 は 円 に こう いう 風 に やら ない と いけ ない って いう の を 言わ なきゃ いけ ない なぁ
1194.145,後 もう 大きく 分ける と 二 つ チーム が あっ て 一 つ の チーム は それ な ん です けど もう 一 つ の チーム は ん だ か も 初 初 初 に に 必要 な もの を 出し て って 言っ て も 何 も 出し て いい か 分かん ない と いう か 何に も 出 て こ ない って いう か 何に も し ない って いう か
1213.07,あり ます ね もう 困っ 抹茶 って
1216.34,何 か そう そっち は もっと もっと ちゃんと やら ない と いけ ない と
1221.86,と か ね で も そう いう ところ は マネジャー に は 三重 県 内 の で
1225.73,あの 私 が 床 に を 取ろ う と 思っ て バタバタ し てる ところ は 見え てる と 思う ん です けど それ より 前 と か も 見え て は もちろん い ない
1234.61,ん 何 か 難しい なぁ と
1239.59,なり ます ん で も で も まあまあ ちょっと マネージャー が 思い描い て いる こと と は 違う ん だ なぁ と 思っ て
1248.32,ん ます ねー だ か どう やっ て
1253.753721,やっ て たら いい の か なぁ と 思っ て ん
1257.47,塗っ て い ます
1264.01,ん
1272.47,ん
1277.99,ん
1281.59,ん
1285.64,ん
1289.743232,ん
1292.36,えっと
1302.26,なぁ
1310.51,ん
1314.643899,ん
1316.250891,ん ん
1320.95,そう です
1323.2,そう です ねー 何 か の スケジュール は 命 命 館 させ てる ん です けど 多分 それ が うまく いか ない ん です ねー
1332.14,で その スケジュール を 立てる の は インド チーム だ から それ に 従っ て くれれ ば 私 は 問題 ない ん です けれど も
1340.571406,それ が ずれ ずれ に なっ ちゃう ん です よ ねー
1344.08,ん
1347.98,来春
1349.87,そう です
1355.641924,大 大体 向こう は て いる 取り に 行か ない の で
1360.16,で そう です ね だ から 私 が そう です 私 が スケジュール 管理 し なきゃ じゃ ない の って 思う 訳 です よ
1367.63,彼 ら は 自分 で この スケジュール で やる って 言っ て いる の に おい ここ ずれ てる じゃん 一 日 これ どう すん の 国 遅れ てる じゃん 町 や に あっ た これ 大丈夫 な の って いう マイクロ マネージャー 私 が し なきゃ いけ ない の 風
1382.36,と 私 は 思っ て た ん でしょ
1384.31,な の で
1386.29,ん あの 私 は じゃあ あなた は その スケジュール に やっ てれ ば いい で も 私 は ここ まで に もらえ ない と 困る から
1393.67,って いう の を 何 度 も やっ て 定期 的 に ミーティング を やっ てる ん です けど
1397.87,ん なかなか うまく 行か なく て だ から もう そう です ね いや だ けど も さ 最初 から スケジュール を 立て て 立て て って いう か あのー そう です ね 声 と いう か ここ まで に ちゃんと やっ てる っちゅう うまく いっ てる って いう の を ちゃんと ちょっと チェック し て 日 後 の 音 の か なぁ
1420.13,重い たり し まし た
1425.5,そう です ねー
1438.52,うん そう な ん です よ そう な 日 後 ソロ ねー
1446.62,あの し ね 入り も なんか 連れ て くる ん です よ ねー
1452.68,だ から もう ば 者 は 使う 今回 は その 場所 は 使わ ない と あの 最終 締切 日 は 木曜日 な ん です けど
1460.0,最終 日 締め切り 日 木曜日 だ と 思っ てる って 全然 も 首 に 終わら ない の で
1464.53,もう 木曜日 は ない もの と し て 最終 締切 火曜日 で 今回 は も そこ で ぐったり て しまっ た の で
1470.92,ん な の で
1472.84,うん 私 が ちょっと 値 を 許す の が しれ ない し 私 なんか で も システム の 変更 など で 一 つ で も 多く やっぱり 変更 し たい 街 です よ 私 だって 医者 さん に そう そう です
1488.02,とこ ある ん です けど ちょっと そう いう の も いけ ない ん だ なぁ と 思っ て 何 か そう そう いう 思い は 思い と し て おい て おい て 多分 やる べき こと を きちんと きっちり やら ない と じゃ ない ん だ なぁ と 思っ て
1502.3,な の で ちょっと そこ の 数 は えー 何 か 時々 仕事 の やり 方 の 話 が ちゃい まし た
1510.31,た です ねー
1512.89,それ で ちょっと あの あー と 思っ てる 感じ です ね この 四 つ ん
1524.38,ん
1533.86,ん ああ そう な ん
1543.79,ん
1546.510977,ん ん
1550.72,ん
1553.6,そう です そう です ね もう そう です ねー
1557.193379,ん
1559.0,えーっと うん そう です
1576.31,ん 何 か 装置
1579.857676,そう ん です よ ね と 口 も 時 前 も 何 回 か 前 に も い まし た 中 その 自分 が 頑張れ ば 何 と か なる って 思っ ちゃ いけ ない 思っ ちゃ いけ なく は ライティング
1591.94,俺 は ちょっと 持ち込ん で は いい じゃ ない ん だ なぁ
1595.51,って 思う ん です よ ね おも 思っ てる ん です けど
1600.665371,ん
1602.72374,な か
1605.721836,難しく ない ん です する 風 に し ない と いけ ない ん です よ ねー
1609.94,ん
1615.67,ん
1625.03,まかない
1627.25,ん
1635.92,ん
1640.194531,ん
1645.34,ん
1648.25,ん
1652.99,そう です よ ねー
1656.134609,ん
1661.425449,ん ん
1665.59,えー
1669.73,ん そう です ねー
1674.218955,ん ん
1679.18,ん
1683.95,ん そう です よ
1687.58,お 分かり ます
1690.97,よ ねー あの そう 私 は まー マネージャー と いう は ない です けれど も マネージャー さ れる マネージング さ れる 方 は あり ます ちゃ どう で も 何 人 も の マネージャー が い まし た けど 全然 タイプ が 違っ て い て は 今 スジ さん が おっしゃっ た よう な 数字 さん の タイプ の 方 も いらっしゃい
1710.44,やる し か と 思え ば 全然 その まま じゃあ この マネージャー さん も い ます し
1717.4,何 か 難しい だろ う なぁ と 思っ て い て 今 その 涼し さん の お話 を 聞い て あの 私 の マネージャー 色 と か リーダー 職 ま リーダー ちゃ 無理 だ ぐらい は あり ます 手動 その 年 と する よう な ショック を つい た こと が ない です よ ね
1735.19,ずっと プレーヤー だっ た し あの ローカル の サポート だっ た し
1742.36,り それ を グローバル 展開 で えー ベンダー の マネジメント し ながら あの 彼 ら を 真似 しろ って 言わ れ て も
1750.36584,人 は で 汁 ん です けれど も
1753.4,なかなか あの すごく チャレンジ 蔵 冗長 な ん です よ ね それ 延長 する は ある程度 座 学 と か 何 と か で も できる の か も しれ ない です けれど も
1767.68,やっぱ で も リアル に それ を やっ て いく って やっぱり こう 学ん だ こと と 違う じゃ ない です か ね し て いう キロ に 立っ て いる ん だ な って いう の は いい なぁ
1777.58,ちょっと 思い まし た ねー グローバル チーム に 入っ て グローバル プレーヤー で やっ て いく の が 第 一 段階 で 今 その グローバル プレーヤー から 今度 は ｍａｎａｇｅ も 品 ちゃ いけ ない の チーム 円 だ を って いう ところ に また 一覧 難しく なっ て ん だ なぁ と いう 西 し まし た
1800.89,ん という ここ に き て また 何 か キャリア を アップ し なきゃ いけ ない 場面 に たって いい なぁ と 思っ て
1810.22,これ まで の その 経験 と か これ は い 生かせ ない と は 言わ ない です けど また 全然 違う 能力
1818.425,あの 犬 質 を 必要 と し て いる ん だ なぁ と
1822.505,今 思っ た 次第 です ねー
1824.605,えーと じゃあ
1843.655,いや 人 が い ない ん だ なぁ と よ
1847.345923,ん で
1851.664246,は
1852.925,えーと なんか で でも 思う ん です よ ね 私 もっと 楽 ねぇ 例えば 四十 代 五十 代 って で 人 じゃ ない か なぁ と 思っ た 節 が あっ て い て
1864.205,あの 二十 代 三十 代 四十 代 ぐらい で 頑張っ た こと を 元 に あの 残り あの ん それ に プラス アルファ で 自分 の 経験 に 基づき ながら 色々 仕事 が できる ん じゃ ない か と 思っ て い た ん です けど 全然 も で 一 つ に なっ て も 楽 に なら ない し いつ に なっ て
1884.395,も 新しい こと さ せ られ てる し
1887.935,させ られ て いる と 思う か さ せ て もらっ てる と 他 に 中 で 好き
1896.275,あの 会社 だ から か も しれ ない です けれど も 何 か いや 同じ 場所 に は い て 同じ よう な とこ は うろうろ し てる ん です けれど も
1904.435,全然 その やる こと が 違っ て い て ん だ から まだ ここ に し て も それ やら なきゃ じゃ ない なぁ と
1913.915,もう い ます ねー で どう し たら いい なぁ と 思っ て い ます
1919.795,で も で も きっと 私 は それ を やっ て いけ ば また 自ずと と いう か 何 か また ある ん だろ う なぁ と
1928.255,思い ます けど ね
1931.508066,ん
1935.815,さあ
1940.693413,ん
1943.105,そう です ね
1945.685,ん
1947.905,そう です ねー
1949.705,何 か 三 年 三 年 余 年 前 ぐらい この パンデミック の 前 に マネージャー の マネージャー が 来 た こと が あっ て あの 異音 に で
1957.925,日本 に 来 た ん で あの 子 あっ あっ た と いう か 暮らし を 直接 できる 機会 が あっ た ん です けど も そん 時 も めちゃくちゃ 忙し 大変 で これ は あの プロジェクト の テスト リード し て い た の で
1970.195,あの また それ も リード と か マネージャー と か を し なく ちゃ いけ なく て て グローバル チーム だっ た の で 私 夜中 に 仕事 し なきゃ いけ なく て すごい 大変 だ けど
1978.355,土地 に その マネジャー の マネージャー が みかん 今 は 大変 だ と 思う けれど も 何 年 か 後 に 振り返っ たら あの 土地 は やっ て 良かっ た と 私 は 成長 し た と 思う よ って 言わ れ て なく ない なぁ この 前 じゃ ダメ
1994.165,思っ た ん です けど また 同じ また あれ から 三 年 ぐらい 経っ て また おんなじ だ なぁ と
2002.775,思え だ し まし た ねー また こっ から また も 一覧 な なんか やら なきゃ いけ ない の か なっ て も 平坦 な 道 なら ない なぁ と 思っ て ます ねー
2013.995,ん いい の か 分かん ない です けど
2019.275,と いう よう な 瞬間 でし た また
2026.715,ん
2034.785,すい ませ ん 中 仕事 そう だ みたい なっ ちゃっ て 年 は 前 すぐ し た ね 話し ながら 主 さん の 話 を 伺い ながら 気持ち を 新た に ずつ はい
2046.365,と いう よう な 感じ です ねー
2051.735,です ね
2058.005,です ねー
2060.135,ん 何 か
2062.205,じゃあ
2064.185,はい はい
2066.765,やり やすく ます
2072.435,あっ そう です ねー
2074.055,あ 土曜日 で 大丈夫 です
2077.475,で も そう ん です よ ね 土曜日 に いい ん です けど 何 か 土曜日 に まで 私 仕事 の こと 考え てる なぁ って 思っ た ん です よ ね
2085.185,雨 で いい ん です けど 全然
2088.244209,だい ちょ ぶ です 十 時 半 です か ね
2093.075,はい 下 の 時間 に し て いただける か と はい
2100.996729,は 同じ 時間 で 春 よろしく お 願い し ます
2106.902715,何 どう も ありがとう ござい まし た
2110.474473,は 良い 休日 よ
2112.965,で まー す 失礼 し ます
