510.81,ん
516.3,ん
529.8,ん
547.232168,ん
557.14752,に
574.83,うん
579.51,ん
583.62,ねー
603.200391,ねぇ
607.88,ん
614.6,はい ねー
630.2,ねー
632.06,ん まー
637.31,ありがとう ござい ます
639.14,シェア し て いただい て
641.84,本 で も ない です よ よく アナウンス 涼し さん の こと が よく 分かり まし た で まぁ これ だけ で 分かっ て ない です けど
647.93,なぁ 分 に は なぁ し て いただける と いう こと で あり まし た 一 つ だけ 聞い て も いい です か
653.84,もし 差し支え なけれ ば あの どちら の ご 出身 で 今 こちら に 住まわ れ て いる か 話せる 範囲 で いい ん です けれど も
661.22,あっ はい
667.005833,ねぇ ねぇ
686.69,いい です ねー
690.98,ねー
693.89,私 が
696.2,全然 年 オープン です し あまり
702.29,あの そう です ねー
704.06,話し て いけ ない こと で お 客 さん の お話 し て いただい た あれ に したがっ て 私 も お 話し し たい なぁ
713.45,内面 今日 が 性格 的 な 話 です けれど も
717.08,あーのー そんな に ない で で は ない 人 も い ます どちら か と いう もし か し たら 外交 は 思える
723.71,が ある の か も しれ ない と いう ふう に 思っ て い ます 前 の 中 で は 率先 し て あり あろう これ やろう と か 飲み会 の 感情 を 率先 し て やる と か そう いっ た ポジション こと が 多い です ねー で も 一人 で いる の も 好き で
739.477725,もう 誰 に も 会い たく ない と し まし た
742.46,もう あの 私 も なんか ちょっと そう いう の が お 得 に なっ たり も なく や だ なぁ を 急ぎ たい なぁ と 思う こと が あり つつ も そい です ね どちら で と 国民 印象 を 持た れる ん じゃ ない か と 思い ます あの 私 も 多い 頭 の 隅 まで 多分 私 の 声 が 届い て いる の が
762.53,それ は 私 の 声 が 大きい の
765.89,じゃ ない か なぁ の 思い ます が 私 も そんな 印象 も たり と 思い ます
770.9,キャリア な ん です よ 私 は し も 年 で 私 は 七十 年 生まれ です 今月 誕生 日 が あり まし て
780.98,に なり まし た
782.6,ない
784.82,大学 の 新 先行 は です ね あの 工業 化学 だっ た ん です けれど も
790.55,ま 私 の 年齢 的 に は です ね 就職 難 の 走り で 特に 女性 は です ね なかなか 就職 が な
799.707749,な 生 尻 フェチ ない なぁ と か です ね 大学 に 入れ ば 良かっ た ん です けど そう いう 状況 で も なか なかなか 就職 先 が なく て です ねー
808.52,それ こそ 百姓 ぐらい なぁ まし た けれど も
811.67,全然 ダメ で あの で も 私 に 形 でし て
817.76,ＩＴ の その 論理 的 に 考える と か です ね
820.88,こう いっ た ところ に 中 合致 し た みたい で 匹 の 会食 の が いくつ か
827.09,もらい 採用 いただい た で それ が きっかけ です ね あの 頃 の 問題 に 入っ た 後 は ない 夫 の 仕方 なく 仕事 を し て い た の が 今 まで 続い て いる と いう 間 でし た
842.12,仕方 ない なく 見 ながら い ます で 最初 だ なぁ は 日本 の 会社 で あの 私 なんか いい な と
849.74,会社 に 帰属 し て いる 会社 と か ある ん じゃ ない です か 大手 に 来 て いけ そう いう ところ が 嫌 で 独立 を 選ん だ ん です けど すごく た ねー
859.780127,て み たら 女性 も 殆ど い ない です し
863.96,この まま だ よ ね ない なぁ と 思い ます ねー
868.04,あの 私 結婚 し て も 出産 し て も ずっと 仕事 し たい と 思っ て い た ねー
872.87,そう いう 前代 も 会社 に も なかっ た です し その 会社 に は 何 で 徒歩 あの 客 先 常駐 で 会社 に た こと が あり まし て
883.07,あの 今 は なき 日本 列島 に 行っ て た ん です けれど
887.03,そこ で 外資 って 素晴らしい な と 思い まし て
890.63,で あの 転職 を 買い し て に しよう と 思い まし て その 後 に は です ね あの まあ 売り手 市場 と 言い ます か
897.92,人材 が 流動 的 に 動き が 好き だ ねぇ
901.64,就職 を 転職 を し まし た
904.25,じゃあ ね 一 日 でし た
906.71,そちら に 転職 し まし て
910.34,そこ から ずーっと いる ん です が なにせ 外 品 の 哀愁 し たり
917.99,文章 を し たり リストラ し たり と いう 激しい 世界 に も に て です ね
923.09,あの 当時 私 が 日本 一 日 に 入っ た 時 は です ね ＩＴ と 呼ば れる 人 が 都 人 ぐらい な ん です けれど も
929.96,今 の 会社 で 当時 から 残っ てる 私 一人 な しまい ます ねー
935.69,生存 率 五 ねー
939.53,絶滅 危惧 種 な ん です けど
941.9,いやー いう よう な 感じ で です ね 結構
945.77,会社 の は 大変 でし た ねー
950.06,で まぁ そんな 感じ で の が ずーっと ＩＴ と いう こと で は い ます が
956.18,あの 最初 に 入っ て 時 も 一 日 は です ね 横川 県 と いい なぁ
962.24,と な 感じ だっ た ん です
964.786133,日本 企業 の いい ところ と し て も いい ところ を 両方 持っ て いる 凄い 魅力 的 な 会社 だっ た ん です けれど も
971.69,二千 年 ぐらい から です ね ランナー の 暮らし の けど
975.71,行き まし て
977.57,あの 上司 この ころ です ねー
981.98,ご 存知 か どう か 分から ない て 二千 年 問題 や の ご 存知 毎月
987.65,ワイズギア が なぁ と に 会社 の スプレッド が あり まし て
993.619854,に れ まし て 私 は 好き じゃ ない 方 に も その 後 に です ね
1000.55,ＩＰＡ の 所属 し て い た ん です ない 日 は 日本 に そして が あっ た ん です が
1005.86,て の 人件 費 人件 費 を 削る 上 です ね グローバル な 発疹 性 と いう こと で
1011.8,もう 一 つ に なっ て しまい まし た
1014.35,バラ で やろう と いう グローバル な そして な ねぇ を 女 上司 と いう か が 全部 外人 に は
1021.670703,いう よう な こと おり ます けれど 二十 年 前 です ね
1025.03,なあ その 時 の 上司 そこ から 調子 が も 外人 と いう こと が なり ます ねぇ 輸送 は いい です ねー 町 年 ぐらい 前 の 十 五 年 ぐらい です ね まで は あの 日本 に 部署 が あり まし た の で
1040.84,そう は 言え ない 人 と 一緒 に 仕事 を し て た ん です が
1044.17,もう リストラ なり なん なり で 人 が い て いき 今 は もう グローバル の メンバー な 売り 日本 に そして ませ ん し も 私 一人 日本 人 女性 デー
1056.29,で も やっ て いる と いう 事 が ここ 数 年 続い て おり
1062.05,もう 全然 英語 で を 英語 で と いう か 前 に 持ち 高 そう だ し て ない 感じ で ねぇ
1070.21,前 から リモート やっ て ます けれど も
1074.62,どこ に い て も できる 仕事 で 逆 に あのー やっぱ 外国 の 方 た 仕事 社内 です けれど も 仕事 を し なきゃ いけ ない の で
1082.9,朝 から 晩 まで 働い て いる いう よう な 感じ で よろしく ない なぁ と 思っ て い ます し た 毎日 歩い て って おっしゃっ て まし た 私 も か ちゃんと し なきゃ いけ ない なぁ
1094.09,思っ たり ます ねぇ ねぇ
1097.51,子供 が えっと 今 予備校 生 の 娘 が 一人 い ます
1102.31,んで あの 曲 し の は 三十 ぐらい でし た けれど も
1107.2,それ で 娘 が さん と 一 時 でし た
1110.62,あの
1112.495586,十 七 年 前 です ね その 夫 が 亡くなり まし て
1116.05,僕 は 一人 で まぁ もちろん です けど 心 は が 未亡人 て
1123.19,出身 は 埼玉 の 隣 です ． です はい
1126.79,じゃあ 進学 は は は で も 群馬 やり なさい ねー
1130.75,は ちょっと 身近 な 感じ が し ます
1135.37,大学 で 上京 し て から 東京 今
1141.908945,なぁ
1143.29,です ね はい
1152.17,の です ね はい
1162.01,ない
1170.05,はい
1178.06,うん
1182.664414,に も いい です
1188.11,ありがとう ござい ます よ ね よ
1210.54,そう です よ ね 私 あの もう すごい なぁ 不 自分 で も すごい なぁ と いう か 凄い な って いう の は 賞賛 の 意味 で は なく て よ って いう 感じ です もう あの 今回 あの エビ も プロフィール を 作る に あたっ て 私 ちょっと 自分 を 振り返っ た 時 に 私 なぁ こんな 年 生存 率 午前 も
1230.890395,いる ん だろ ちょっと 考え た こと が あり まし た ねー
1234.51,で 考え
1236.07,まず です ね 多分 私 共 に 何 も し て ない ん です よ ね 逆 に あの 与え られ た 仕事 と いう か やる べき こと と いう か です ね 柔軟 に 対応 し ねぇ
1247.29,今 やる べき こと に フォーカス を し て いる と いう こと を ずっと 続け て き た から じゃ ない か なぁ と いう ふう に 持っ て 声 が です ね おら する ぞ って いう よう な 大阪 など が 流れ たり し て この 部署 が 危ない って いう みんな 違う 違う 部署 に 行か れる 方 も いらっしゃっ た ん です よ ね
1264.724691,で も ほら れ た 女 が 入ら ない て 来 られ て しまっ たり
1270.18,そう いっ た こと も 多々 起こり まし た し 結局 残っ て いる 私 の 方 が まだ 残っ て は です ねー
1276.99,後 は あのー まあ いろんな し 米 品 で も ある ん です けど いろんな 仕事 が 出 て くる ん です よ ねー
1283.35,に から の 仕事 じゃ ない
1285.84,が 仕事 が も そう いっ た 仕事 を です ね じゃあ 誰 に フロー か じゃあ も 私 に なぁ
1291.69,ね
1294.03,で それ を お話し た とき に じゃあ 何 度 か やっ て み ます って いう こと で やっ て いき それ なり の 声 を し て おり と いう の が 良かっ た の か なぁ って いう の を 後 です ね あの 外人 の 中 に 言わ れ た こと が で 三 中 だ から いい よ ね って 言わ れ て い そう いう ところ も ある の か なぁ と いう 風 に
1313.44,思っ て 褒める の そこ か よ って 思っ た ん です けど ね
1317.686121,まあ そう いう ところ の 良かっ た の か なぁ
1321.18,思っ て ます ね 結果 と し て も れ て いる の か なぁ
1325.32,大変 大変 でし た けれど も
1329.04,いきなり これ やれ やれ やれ って 言わ れ いい
1332.7,それ に えー って いう と 思わ れ まし た けど
1336.15,何 か 波 に 乗り つつ の 乗っ て いる の か 飲ま れ つつ か なぁ
1342.45,で も 今 やる べき こと に フォーカス し て って いう 風 に なり ます と いう こと を 数 で でき た 結果 な の か なぁ って は 思い まし た
1355.23,ねー
1359.1,です
1367.59,うん
1379.29,に 難しい です よ ね それ は 子 インタビュー し を 見 て です ね 下 の 口 いう
1386.16,に し た の か なぁ
1387.51,なー な ん です けど なかなか 出 て こ なく て いい です ねー あの 最初 は
1394.83,自立 し た 形 です ね お金 を 稼ぎ た か ねぇ に お金 稼ぐ なら ゲイ だ と いう こと ない な 感じ で 力 を 選ん だ ん です 私 も
1404.22,うーん それ で 最初 の 会社 で は やっぱり あの 全然 給料 は なら なかっ
1409.86,いい 暮らし を 東京 で 一人暮らし です
1413.13,あの まあ ブラック と まで は 行か ない です けど まあまあ 枚 ディナー で それ ら
1420.561841,それ も って です が 自分 の キャリア 形成 が でき ない と いう こと で 飲食 し た も やっぱり そう キャミ を 急増 し て いき たい って いう
1431.46,やっぱり そう は 言え 自立 する ため に 経済 的 に も 必要 で ある と は
1437.100835,です ね マーティン に 入っ て 思っ た ん です けど も
1440.31,一応 秋 は サービス 業 な ん です けれど も
1443.94,インフラ でき ない ねぇ 月 強い の で あの やっ て 当たり前 動か なく なっ た 途端 に 不平 不満 が
1452.82,普段 は 何 も 言わ れ ない
1456.478008,ねえ ねえ 水 の が に が 水 が 出る の は 当たり前 の こと じゃ ない ん です ね だ から 文句 言わ れる けど 出る こと に 感謝 する
1466.44,それ を 持っ て です ね やっぱり 皆 さん に ありがとう って 言わ れる よう な 反射 さ れる こと を し たい なぁ と いう ふう に は 相手 に 入っ て 思っ て 今 で も て
1476.04,やっぱ たい し こと し て なく て も です ね ありがとう に
1480.21,言わ れる と やっぱ 嬉しい なぁ と 思う で
1483.93,そう いっ た ところ の か なぁ と 漠然と 考え て い まし た
1490.14,逆 に です ね これ が やり たい いう 強い 信念 を 持っ て 仕事 を し て き て いる わけ で は ない な と いう 風 に
1502.92,よく 言え ば そう な ん でしょ
1505.02,ハイ あの 総理 は が 中 に 振り回さ れ た の も ある し も の これ が なり たい って いう 強い 心 が なかっ た と いう こと に なる でしょう も じゃあ に です ね 長く 働い て は いる ん です が これ が 専門 性 です って いう ところ が 得 ない ん です ね
1521.968682,じゃあ テクニカル 畑 で ずーっと プログラム やっ て て 今 俺 でき ます あり ます と か
1527.52,って いう こと で も ない です し じゃあ 何 やっ て き た の って 言わ れ て です ね ちょっと
1534.66,きちんと し た 単語 で 言える よう な こと で は な 説明 が 必要 な 仕事 ばかり し て き た なぁ
1547.68,はい
1555.66,です
1563.16,あ
1566.07,ありがとう ござい ます 何 か 変貌 する と 忘れ じゃあ ます
1570.42,こと の で に が 覚え やすい か なぁ と 思い ます
1575.73,そう な ん です よ ねー
1578.31,何 か そこ から そこ の 方 で も 忘れ ちゃっ た 屋 さん は た せ ちゃっ た って いう 方 が いらっしゃっ た の で
1584.85,怖い なぁ と 思っ て です が やっぱり やすい か なぁ
1597.57,そう です ねー なんか あの が 期間 も 長い の で 時 に は その 一時 的 な 不安 や モヤモヤ が です ね ます
1605.04,まー めちゃくちゃ に なっ て しまう か も しれ ない です けど も そん 時 ごろ 聞い て いただく こと が ある か も しれ ない と 思い つつ です ね
1614.16,まあ あの 鈴木 さん が 距離 で ある と いう こと です ね もし か し たら 良かっ た の か なぁ と 思い つつ です ね まぁ 理想 を 現実 これ から と いう こと です ね これ から 先 も そんな 中 来 ない ん です よ
1628.8,キャリア と か です ね やっぱ ここ に 来 て 考える こと が 多い の で
1633.028242,もう その 中 仕事 を する だけ で なく です ね これ から 近世 仕事 ねー と 言っ た ところ です ね ちょっと いろいろ 見れ たら いい の か なぁ と いう ふう に は 思っ て い ます
1649.62,はい
1653.43,はい
1655.41,はい ねぇ ねぇ
1661.14,はい
1662.58,はい はい です が まー 私 が プレイヤー な の で あの もちろん を つなげる 面白い と 思う ん です けれど も
1669.93,ます 主 さん の 話 を 伺い つつ です ね 自分 も これ から に し て いけ たら いい と 思い ます
1675.27,はい よろしく お 願い いたし ます
1686.16,そう です ね あの ちょっと です ね 私 が これ まで 生きがい を 感じ て 生き生き し た の は なん だっ た の と いう ところ し て
1693.80124,方 が 良かっ た の か なぁ と 思う
1696.45,あの 私 あの 自己 紹介 は 中 に い まし た 時 三十 一 に 出産 を し た ん です も
1703.05,あの 茎 茎 半年 で 復活 し まし て そっ から 歩い て いる ん です もう あの その 時 が 一番 大変 で も あり 一 枚 違い なぁ まし て
1714.84,もう に を 迎え に 行か ない と いけ ない の で 終わり 時間 が 限ら れ 当時 ない より も 仕事 力 お 貸し し て まし た の で も やっぱり 家 だ と 感じ も し なく ちゃ いけ ない
1727.65,行く 時 も ある し 夫 は 全然 今 で 言う は って だっ た の で を に なり まし た
1733.68,あの それ で 大変 だっ た ん です けれど も その です ねー あの 日本 に
1738.99,チーム も あり ます ね 私 は の 日本 の チン リード し て い ます
1743.67,あの これ から 先 その チームリーダー で やっ て を の 人生 も 充実 し て ます し も いる し ます 主 な ん だ けれど も 仕事 で の 評価 も の か
1755.79,いう ところ です ね もう 十 年 ぐらい です ね
1759.51,やっぱり あのー 長い キャリア の 中 で 一番 高 評価 も その 時 は トップ でし た し
1768.09,よかっ た なぁ と 今 振り返る と
1771.12,い ます の で まぁ これ も 大体 だけ で なく は ない です けど も
1775.68,やっぱ 三十 ない 働き たい 年頃 です 私 は 切る 年頃 です し あの 色んな 方面 で 充実 し て おり 凄く 良い あの
1785.64,時期 だっ た なぁ と 振替 と
1789.27,感じ たり し ます
1800.76,はい
1808.775911,ん
1813.445,ん
1816.475,はい
1819.805,ありがとう ござい ます
1821.275,そう いう 言葉 を 使う と いう とこ は そう いう ところ も 私 の テンション あがる ねー
1835.765,はい
1836.785,せ でし た に マッチング し て いただい て よかっ た なぁ と いう ふう に 思っ て あり ます
1841.405,凄く 楽しみ に なっ て き まし た これ から
1848.455,ねー
1850.345,はい 流れ に し た 生徒 が 大丈夫 そう です か ね こちら
1856.075,あり まし た ちょっと 次回 から は です ね ヘッドセット 使える よう に し ない と 思い ます も が ダメ でし たら これ で いけれ ば と 思い ます
1867.317277,です ねー
1868.705,ない
1870.742502,まし た じゃ ない も よろしく お 願い
1876.565,はい ありがとう ござい まし た なぁ
